seed,map_hash,outcome,time_s,cumulative_turn_deg,steering_tv_per_s,yaw_reversals,peak_yaw_deg_s,peak_yaw_accel_deg_s2,min_circle_clearance_m,compute_s
2143,8e22f0c64015da16,success,105.8,621.8222772564524,0.4842157932637672,21,24.831622779767258,23.75348908101945,-0.2220133483381234,6.892839256001025
2144,a26bf50aacb533b7,success,56.6,337.6128829244209,0.4282164378373017,9,20.471482822750115,24.953750674225695,-0.26974718007098675,3.855708073999267
2145,fe339cd3409d0def,success,73.56,445.49028473109416,0.4424697513402943,15,18.35923206451126,28.648451089785556,-0.26725673628183827,4.959291023998958
2146,083dc54a406af8f7,success,52.96,265.44823562980974,0.3352011969197294,8,18.900351822874118,22.14920973605875,-0.22063369821689946,3.86068276199876
2147,657f801f0da88cf2,success,70.32000000000001,283.1769178434665,0.2837682988777852,9,16.11097784661594,17.485605475868937,-0.13991448544656138,4.359919368002011
2148,6a5fa940d56be8d4,success,45.84,168.6575378747957,0.3315266485523109,7,17.65068598500417,22.495530177348908,-0.20944363548097486,2.9870558049988176
2149,69a65db5d440bdc4,success,40.72,147.5442227051808,0.26419087291237653,6,13.996880836010806,13.253417687004568,-0.23774960375402487,2.567340139998123
2150,533fc73c029a9c3a,success,62.440000000000005,403.8312588544758,0.4970335347716441,6,22.637172136683667,30.394880559753606,-0.2365696957812996,4.402260696002486
2151,14ba0423107f432b,success,46.44,324.3031443055247,0.2680138333433063,4,18.55051837392735,12.033436661093546,-0.20901379061528702,3.5248955440001737
2152,df0c1955361639bd,success,38.76,128.3829629941426,0.21343864035408205,2,14.170660926092943,14.899024297746651,-0.1968201508213366,2.5836782900005346
2153,47566e4159731786,success,42.52,168.10038722560978,0.2525120307945527,5,13.605142769458928,11.868916220726163,-0.12200795257467136,2.7638840680010617
2154,c7d427337655c8b6,success,139.48,747.8112953301404,0.5116076461398821,26,19.709760097062286,26.667137502089428,-0.16915152098592087,9.003504348998831
2155,dd1c347d3586e70e,success,55.120000000000005,371.0596383179764,0.4041934437239095,9,20.76743236654388,29.573797440026784,-0.26557243852423823,3.516180931001145
2156,d3809f8f6d1ca092,success,42.08,260.2326773882701,0.30693074670963516,3,13.547913342046213,26.47898440440403,-0.13097765061752029,2.8071015440000338
2157,ecec47bdc95d32cc,success,75.32000000000001,441.30560517914444,0.3433796704088255,7,17.78583806217887,27.531335798135984,-0.28798347670680485,5.06892095999865
2158,c1f21639c0069620,success,87.4,542.4272839496176,0.5022292427915075,14,18.032851970368473,23.653770544504045,-0.18439051682404312,5.787516356998822
2159,675b6c6d9c1423e7,success,42.84,149.07712307753806,0.27207490972586307,4,17.17502728109673,16.78422296656769,-0.1987349646648636,2.88974411199888
2160,7873190500168dcf,success,57.800000000000004,354.6185517883265,0.39675134640815407,7,24.183524979360485,30.995098754654418,-0.18839419969902266,3.9510660320011084
2161,593bc3882ab09c73,success,48.88,260.1379865222925,0.35846985059435127,5,17.67229599292856,26.129125179291854,-0.20325203289988253,3.219999564000318
2162,eea849593ea394f0,success,60.4,323.317371627039,0.33724318059147596,9,21.52772579268865,23.78772290871631,-0.17924282441267592,3.9998358890006784
2163,ace9ec5e4f92be6b,success,49.04,251.4446008331406,0.5052175165136924,7,15.59341932951727,29.07290780253197,-0.14725414965449005,3.139896173001034
2164,f58dd05c90d0b413,success,79.84,348.82479841515016,0.35150134001638944,8,20.317586558566695,24.48652428309939,-0.17840687856038442,5.302931196001737
2165,8827ad65d3f44281,success,68.28,375.6605901753226,0.3325908508101209,5,20.658991450421052,22.704846495012323,-0.18181554574487918,4.597807390000526
2166,1694c91ec2da3e32,success,46.160000000000004,309.3363500077441,0.3487359672174258,7,18.355107536757387,25.302562375447934,-0.21473635415718376,3.0117566190019716
2167,ed858740b53fcd6a,success,52.800000000000004,296.5673793607058,0.4542302380632771,8,15.95816352088562,24.020736506531676,-0.3308246264208677,3.5743692930009274
2168,cf3cbe105758b703,success,89.64,449.50469465975937,0.4337673778549649,16,19.254135166384607,27.5219123074854,-0.1907764010289459,6.253557867999916
2169,c310b3782092bb77,success,73.44,345.006408205101,0.40829146151975676,12,16.827660122539942,26.824570270209154,-0.23537596040087422,4.8776175170023635
2170,bfadc7301f1b0c7f,success,86.24,543.1254888705402,0.44054013356570343,19,16.52848586794962,29.775447630810604,-0.2660428837505232,6.086329757003114
2171,4f92d4bc6dad23e6,success,88.52,508.2708993314978,0.4049129580962707,15,24.243853577605474,26.07133306963662,-0.23109027738882218,5.242736948999664
2172,988206555def1226,success,53.36,223.79530680842407,0.42342661682849814,10,15.099031132425852,16.305765499790613,-0.2587325071171739,3.569595175998984
2173,1b8205338a1b920f,success,43.56,189.16734585358174,0.2188548667818033,6,11.496508128321931,14.264936695544383,-0.2715194732943378,2.7413902779990167
2174,1179f90e65ab8f17,success,59.88,313.35276195500086,0.4761268346930437,13,24.2681975340703,29.03128037682347,-0.1383873180705305,3.9522625130011875
2175,95bd60dcdb5af219,success,66.88,357.4612158700229,0.3602951048429285,9,20.49201065726017,18.808587269005077,-0.24974330663266925,4.684432124999148
2176,b26cea60956fbf4d,success,100.32000000000001,605.0011127192753,0.46916805108817405,15,22.069669202657263,21.248120826077752,-0.24452169851723882,6.8410097239975585
2177,6cbf8e399c29989f,success,64.44,351.5739025247537,0.4483672404787073,7,19.29826905724008,21.676179388331985,-0.25998397876426266,4.0916409000019485
2178,ce37682b392dabca,success,63.72,409.69364360784743,0.4279658976561009,8,20.61406871400519,24.862803367942856,-0.29534276825465,4.177081794001424
2179,1f791a2d988aae2f,success,105.36,591.6196631057851,0.45838137174267507,20,22.5963372574741,24.681545329002464,-0.21600052590474988,7.310798242997407
2180,93aac2d6e35dc86d,success,54.4,236.30779080288377,0.4658235773560996,8,12.441273353049352,19.449586851724387,-0.2415991061708857,3.553021127001557
