seed,time_s,x_m,y_m,heading_rad,yaw_rate_rad_s,steering_command,speed_m_s,left_thrust_N,right_thrust_N
2000,0.04,1.3015855407714845,6.300014038085937,0.00017875199999999999,0.004468799999999999,0.03917543962597847,0.039640222917613356,nan,nan
2000,0.24,1.368484649658203,6.3005743408203125,0.005259931481001816,0.03455667801368835,0.06228197365999222,0.5558319700942232,nan,nan
2000,0.44,1.5156271362304687,6.302435302734375,0.012997867418266636,0.040710827142783935,0.05543524771928787,0.8091935686297264,nan,nan
2000,0.64,1.6884500122070312,6.305955200195313,0.02136103410639797,0.041373036610962866,0.05408811569213867,0.8927960900733274,nan,nan
2000,0.84,1.8725091552734374,6.311160888671875,0.029436830486705753,0.039892862778762736,0.053263068199157715,0.9357648973222215,nan,nan
2000,1.04,2.0625921630859376,6.318025512695312,0.03737489512271905,0.04028860208802003,0.054857298731803894,0.9593658415375269,nan,nan
2000,1.24,2.255952911376953,6.326607055664063,0.04580001738104771,0.0430239575236275,0.056306786835193634,0.972304463617876,nan,nan
2000,1.44,2.4510333251953127,6.336964721679688,0.05455307469472972,0.04412781613697574,0.05801217257976532,0.9791406413389729,nan,nan
2000,1.64,2.6469085693359373,6.3491058349609375,0.06343847091061008,0.044573280672370756,0.06140314042568207,0.9823036304072873,nan,nan
2000,1.84,2.8430059814453124,6.363086547851562,0.07285660885089461,0.04832176949740359,0.06468920409679413,0.983182728949367,nan,nan
2000,2.04,3.0389450073242186,6.378995971679688,0.08276386659078384,0.05082754695210472,0.06789754331111908,0.9825717203365998,nan,nan
2000,2.24,3.2344561767578126,6.396875,0.09297153584488206,0.05183875887378005,0.06974363327026367,0.9808860497593893,nan,nan
2000,2.44,3.4293252563476564,6.4167938232421875,0.10377977289016199,0.055815556282478196,0.07394497096538544,0.9783498620301863,nan,nan
2000,2.64,3.6233566284179686,6.43889892578125,0.11550439183158895,0.05999605547399775,0.0787198543548584,0.9750640472920328,nan,nan
2000,2.84,3.816363525390625,6.46330078125,0.127943259201958,0.06419519338071775,0.08600516617298126,0.971059469638198,nan,nan
2000,3.04,4.008133544921875,6.490263061523438,0.14229042937624645,0.07676074910653694,0.09076730906963348,0.9663400158336418,nan,nan
2000,3.24,4.198431091308594,6.520088500976563,0.15822240429958717,0.08263249427625761,0.09185178577899933,0.9608527789352038,nan,nan
2000,3.44,4.387024841308594,6.552916870117188,0.17518369287400037,0.08576472019457539,0.08795222640037537,0.9545873277486518,nan,nan
2000,3.64,4.573687438964844,6.58878173828125,0.19289783661273152,0.09467696070657924,0.08411973714828491,0.9474845181244812,nan,nan
2000,3.84,4.7581201171875,6.628012084960938,0.21285240780339995,0.10196845331215522,0.0667247325181961,0.9395706321861629,nan,nan
2000,4.04,4.940126953125,6.6704150390625,0.23165985507758619,0.09115317016010957,0.04506061226129532,0.9308713280577912,nan,nan
2000,4.24,5.119601440429688,6.715515747070312,0.24866386160032822,0.08216597822576178,0.024646010249853134,0.9214609444866335,nan,nan
2000,4.44,5.2963934326171875,6.763004150390625,0.264573136723614,0.07505307346865542,0.0019458425231277943,0.9108206389894441,nan,nan
2000,4.64,5.470074462890625,6.812330932617187,0.27839956902359925,0.06044209809208226,-0.024549059569835663,0.8969517004197058,nan,nan
2000,4.84,5.6401904296875,6.862627563476562,0.2876627646339866,-0.005289237020344932,-0.3463267683982849,0.8799333132105267,nan,nan
2000,5.04,5.808675537109375,6.904397583007812,0.22701391609484983,-0.49477060187871313,-0.8235363960266113,0.8599661831586113,nan,nan
2000,5.24,5.9767919921875,6.923486328125,0.09363389336927785,-0.7450509594660324,-0.7766709327697754,0.837055906712121,nan,nan
2000,5.44,6.140946655273438,6.915888061523438,-0.06373513622565341,-0.8033525004248727,-0.6249310374259949,0.8116759167014697,nan,nan
2000,5.64,6.296421508789063,6.8824658203125,-0.22726384855855625,-0.827437177525535,-0.4575071930885315,0.7843273334730467,nan,nan
2000,5.84,6.438848266601562,6.825339965820312,-0.3934689256337879,-0.8108209224767424,-0.2846229672431946,0.7560865391490584,nan,nan
2000,6.04,6.565617065429688,6.74916015625,-0.5485489029162988,-0.7281024014011989,-0.08936139941215515,0.7285481082781979,nan,nan
2000,6.24,6.677465209960937,6.66055419921875,-0.6705333992506499,-0.47068944483306197,0.17955917119979858,0.7035199328702078,nan,nan
2000,6.44,6.7815179443359375,6.569723510742188,-0.7124466839247692,-0.061537152490916104,0.3488338589668274,0.6823570979256243,nan,nan
2000,6.64,6.884596557617187,6.483619995117188,-0.6919919234034467,0.19211994121934842,0.4025695025920868,0.6648638885068756,nan,nan
2000,6.84,6.990103759765625,6.40561279296875,-0.6345326459530419,0.34859763749499134,0.3811647891998291,0.6505829032577499,nan,nan
2000,7.04,7.099254760742188,6.3374609375,-0.5584243417141928,0.40515115650109984,0.3177218735218048,0.6388026400659275,nan,nan
2000,7.24,7.211715087890625,6.27939697265625,-0.4795138080539248,0.37155929572805696,0.2293260097503662,0.6288132574323073,nan,nan
2000,7.44,7.326201171875,6.229879150390625,-0.4116692993987307,0.3096733273577982,0.15763406455516815,0.6202430027786889,nan,nan
2000,7.64,7.441542358398437,6.186653442382813,-0.3621562886147309,0.2044397783748602,0.10801399499177933,0.6130193675345571,nan,nan
2000,7.84,7.55706298828125,6.147713623046875,-0.3279639976227933,0.13851637134245523,0.08224917948246002,0.6073783361011654,nan,nan
2000,8.04,7.672486572265625,6.111402587890625,-0.3067285569007337,0.08287771626020439,0.06801379472017288,0.6036796193765586,nan,nan
2000,8.24,7.787861938476563,6.076520385742188,-0.2950119099058626,0.042447025877740296,0.061875730752944946,0.6023171247082023,nan,nan
2000,8.44,7.9034228515625,6.042154541015625,-0.28959257847140185,0.020843624828945917,0.06298457086086273,0.6034958830686515,nan,nan
