x,y,theta,v,omega,distance,heading_error,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8
513.6492572188718,65.5281921706979,-0.5645351750789801,4.0,-0.1,437.7102651990957,0.6433716672419746,0.45454547,0.4848485,0.53535354,0.6363636,0.8181818,1.0,1.0,1.0,1.0
517.0286067540195,63.38809948128081,-0.5645351750789801,4.0,0.0,434.51658038440615,0.6488941215560229,0.43434343,0.46464646,0.5252525,0.61616164,0.7979798,1.0,1.0,1.0,1.0
520.4079562891673,61.248006791863716,-0.5645351750789801,4.0,0.0,431.33634323721606,0.6544981828554255,0.42424244,0.45454547,0.5050505,0.5959596,0.7676768,1.0,1.0,1.0,1.0
523.787305824315,59.10791410244662,-0.6645351750789801,4.0,-0.1,428.1698534058054,0.760185313589582,0.4040404,0.42424244,0.45454547,0.5252525,0.64646465,0.8787879,1.0,1.0,1.0
526.936119922592,56.641140952257885,-0.7645351750789801,4.0,-0.1,425.2799516601664,0.8666663205250273,0.3838384,0.3939394,0.41414142,0.46464646,0.5555556,0.7070707,1.0,1.0,1.0
529.8229366743877,53.8723345232074,-0.6645351750789801,4.0,0.1,422.70146210685675,0.7738788023850833,0.36363637,0.3838384,0.41414142,0.47474748,0.5858586,0.7979798,1.0,1.0,1.0
532.9717507726647,51.405561373018664,-0.6645351750789801,4.0,0.0,419.84994952850474,0.7805375602983324,0.35353535,0.36363637,0.3939394,0.45454547,0.56565654,0.7676768,1.0,1.0,1.0
536.1205648709416,48.93878822282993,-0.6645351750789801,4.0,0.0,417.0173068002112,0.7872870817948029,0.33333334,0.34343433,0.3838384,0.43434343,0.53535354,0.72727275,1.0,1.0,1.0
539.2693789692186,46.47201507264119,-0.5645351750789801,4.0,0.1,414.2039210614923,0.6941286076860895,0.32323232,0.34343433,0.3838384,0.45454547,0.5858586,0.86868685,1.0,1.0,1.0
542.6487285043663,44.3319223832241,-0.5645351750789801,4.0,0.0,411.1374384006604,0.7003525123055457,0.3030303,0.33333334,0.36363637,0.43434343,0.5555556,0.82828283,1.0,1.0,1.0
546.0280780395141,42.191829693807,-0.4645351750789801,4.0,0.1,408.0871209516404,0.6066697079925175,0.3030303,0.33333334,0.37373737,0.46464646,0.6363636,1.0,1.0,1.0,1.0
549.6041976680419,40.39980056389361,-0.36453517507898014,4.0,0.1,404.8073397282664,0.5123033769605926,0.3030303,0.33333334,0.3939394,0.5151515,0.75757575,1.0,1.0,1.0,1.0
553.3413559847295,38.97374035618395,-0.26453517507898017,4.0,0.1,401.3256585843317,0.41718906666734856,0.3030303,0.35353535,0.43434343,0.5858586,1.0,1.0,1.0,1.0,1.0
557.2022125390167,37.92789779288062,-0.36453517507898014,4.0,-0.1,397.672035359107,0.521264719960715,0.28282827,0.3131313,0.37373737,0.4848485,0.7171717,1.0,1.0,1.0,1.0
560.9393708557043,36.50183758517096,-0.4645351750789801,4.0,-0.1,394.208307599187,0.6263176769674871,0.26262626,0.28282827,0.32323232,0.4040404,0.54545456,0.9191919,1.0,1.0,1.0
564.5154904842321,34.70980845525757,-0.4645351750789801,4.0,0.0,390.9745723043396,0.632314679403221,0.25252524,0.27272728,0.3131313,0.3838384,0.5252525,0.8787879,1.0,1.0,1.0
568.09161011276,32.917779325344185,-0.4645351750789801,4.0,0.0,387.75513226378746,0.6384114875683181,0.23232323,0.25252524,0.2929293,0.36363637,0.4949495,0.82828283,1.0,1.0,1.0
571.6677297412879,31.125750195430797,-0.5645351750789801,4.0,-0.1,384.550346515581,0.7446101491581516,0.22222222,0.23232323,0.26262626,0.3030303,0.3939394,0.5858586,1.0,1.0,1.0
575.0470792764356,28.985657506013702,-0.6645351750789801,4.0,-0.1,381.6185655847796,0.8517134815899075,0.2020202,0.21212122,0.22222222,0.26262626,0.32323232,0.43434343,0.72727275,1.0,1.0
578.1958933747126,26.518884355824966,-0.7645351750789801,4.0,-0.1,378.9957362025867,0.9596546588325483,0.18181819,0.18181819,0.2020202,0.22222222,0.26262626,0.33333334,0.4949495,1.0,1.0
